Time,Acceleration,Velocity,Altitude,Ap_pred,A
19.2403,0.0000,-32.1401,570.4808,0.0000,0.6600
19.2503,0.0000,-32.1401,570.1594,0.0000,0.6600
19.2603,0.0000,-32.1401,569.8380,0.0000,0.6600
19.2703,0.0000,-32.1401,569.5165,0.0000,0.6600
19.2803,0.0000,-32.1401,569.1951,0.0000,0.6600
19.2903,0.0000,-32.1401,568.8737,0.0000,0.6600
19.3003,0.0000,-32.1401,568.5523,0.0000,0.6600
19.3103,0.0000,-32.1401,568.2309,0.0000,0.6600
19.3203,0.0000,-32.1401,567.9095,0.0000,0.6600
19.3303,0.0000,-32.1401,567.5881,0.0000,0.6600
19.3403,0.0000,-32.1401,567.2667,0.0000,0.6600
19.3503,0.0000,-32.1401,566.9453,0.0000,0.6600
19.3603,0.0000,-32.1401,566.6238,0.0000,0.6600
19.3703,0.0000,-32.1401,566.3024,0.0000,0.6600
19.3803,0.0000,-32.1401,565.9810,0.0000,0.6600
19.3903,0.0000,-32.1401,565.6596,0.0000,0.6600
19.4003,0.0000,-32.1401,565.3382,0.0000,0.6600
19.4103,0.0000,-32.1401,565.0168,0.0000,0.6600
19.4203,0.0000,-32.1401,564.6954,0.0000,0.6600
19.4303,0.0000,-32.1401,564.3740,0.0000,0.6600
19.4403,0.0000,-32.1401,564.0526,0.0000,0.6600
19.4503,0.0000,-32.1401,563.7311,0.0000,0.6600
19.4604,0.0000,-32.1401,563.4097,0.0000,0.6600
19.4704,0.0000,-32.1401,563.0883,0.0000,0.6600
19.4804,0.0000,-32.1401,562.7669,0.0000,0.6600
19.4904,0.0000,-32.1401,562.4455,0.0000,0.6600
19.5004,0.0000,-32.1401,562.1241,0.0000,0.6600
19.5104,0.0000,-32.1401,561.8027,0.0000,0.6600
19.5204,0.0000,-32.1401,561.4813,0.0000,0.6600
19.5304,0.0000,-32.1401,561.1599,0.0000,0.6600
19.5404,0.0000,-32.1401,560.8384,0.0000,0.6600
19.5504,0.0000,-32.1401,560.5170,0.0000,0.6600
19.5604,0.0000,-32.1401,560.1956,0.0000,0.6600
19.5704,0.0000,-32.1401,559.8742,0.0000,0.6600
19.5804,0.0000,-32.1401,559.5528,0.0000,0.6600
19.5904,0.0000,-32.1401,559.2314,0.0000,0.6600
19.6004,0.0000,-32.1401,558.9100,0.0000,0.6600
19.6104,0.0000,-32.1401,558.5886,0.0000,0.6600
19.6204,0.0000,-32.1401,558.2672,0.0000,0.6600
19.6304,0.0000,-32.1401,557.9457,0.0000,0.6600
19.6404,0.0000,-32.1401,557.6243,0.0000,0.6600
19.6504,0.0000,-32.1401,557.3029,0.0000,0.6600
19.6604,0.0000,-32.1401,556.9815,0.0000,0.6600
19.6704,0.0000,-32.1401,556.6601,0.0000,0.6600
19.6804,0.0000,-32.1401,556.3387,0.0000,0.6600
19.6904,0.0000,-32.1401,556.0173,0.0000,0.6600
19.7004,0.0000,-32.1401,555.6959,0.0000,0.6600
19.7104,0.0000,-32.1401,555.3745,0.0000,0.6600
19.7204,0.0000,-32.1401,555.0530,0.0000,0.6600
19.7304,0.0000,-32.1401,554.7316,0.0000,0.6600
19.7404,0.0000,-32.1401,554.4102,0.0000,0.6600
19.7504,0.0000,-32.1401,554.0888,0.0000,0.6600
19.7604,0.0000,-32.1401,553.7674,0.0000,0.6600
19.7704,0.0000,-32.1401,553.4460,0.0000,0.6600
19.7804,0.0000,-32.1401,553.1246,0.0000,0.6600
19.7904,0.0000,-32.1401,552.8032,0.0000,0.6600
19.8004,0.0000,-32.1401,552.4818,0.0000,0.6600
19.8104,0.0000,-32.1401,552.1603,0.0000,0.6600
19.8204,0.0000,-32.1401,551.8389,0.0000,0.6600
19.8304,0.0000,-32.1401,551.5175,0.0000,0.6600
19.8404,0.0000,-32.1401,551.1961,0.0000,0.6600
19.8504,0.0000,-32.1401,550.8747,0.0000,0.6600
19.8604,0.0000,-32.1401,550.5533,0.0000,0.6600
19.8704,0.0000,-32.1401,550.2319,0.0000,0.6600
19.8804,0.0000,-32.1401,549.9105,0.0000,0.6600
19.8904,0.0000,-32.1401,549.5891,0.0000,0.6600
19.9004,0.0000,-32.1401,549.2676,0.0000,0.6600
19.9104,0.0000,-32.1401,548.9462,0.0000,0.6600
19.9204,0.0000,-32.1401,548.6248,0.0000,0.6600
19.9304,0.0000,-32.1401,548.3034,0.0000,0.6600
19.9404,0.0000,-32.1401,547.9820,0.0000,0.6600
19.9504,0.0000,-32.1401,547.6606,0.0000,0.6600
19.9604,0.0000,-32.1401,547.3392,0.0000,0.6600
19.9704,0.0000,-32.1401,547.0178,0.0000,0.6600
19.9804,0.0000,-32.1401,546.6964,0.0000,0.6600
19.9904,0.0000,-32.1401,546.3749,0.0000,0.6600
20.0004,0.0000,-32.1401,546.0535,0.0000,0.6600
20.0104,0.0000,-32.1401,545.7321,0.0000,0.6600
20.0204,0.0000,-32.1401,545.4107,0.0000,0.6600
20.0304,0.0000,-32.1401,545.0893,0.0000,0.6600
20.0404,0.0000,-32.1401,544.7679,0.0000,0.6600
20.0504,0.0000,-32.1401,544.4465,0.0000,0.6600
20.0604,0.0000,-32.1401,544.1251,0.0000,0.6600
20.0704,0.0000,-32.1401,543.8036,0.0000,0.6600
20.0804,0.0000,-32.1401,543.4822,0.0000,0.6600
20.0904,0.0000,-32.1401,543.1608,0.0000,0.6600
20.1004,0.0000,-32.1401,542.8394,0.0000,0.6600
20.1104,0.0000,-32.1401,542.5180,0.0000,0.6600
20.1204,0.0000,-32.1401,542.1966,0.0000,0.6600
20.1304,0.0000,-32.1401,541.8752,0.0000,0.6600
20.1404,0.0000,-32.1401,541.5538,0.0000,0.6600
20.1504,0.0000,-32.1401,541.2324,0.0000,0.6600
20.1604,0.0000,-32.1401,540.9109,0.0000,0.6600
20.1704,0.0000,-32.1401,540.5895,0.0000,0.6600
20.1804,0.0000,-32.1401,540.2681,0.0000,0.6600
20.1904,0.0000,-32.1401,539.9467,0.0000,0.6600
20.2004,0.0000,-32.1401,539.6253,0.0000,0.6600
20.2104,0.0000,-32.1401,539.3039,0.0000,0.6600
20.2204,0.0000,-32.1401,538.9825,0.0000,0.6600
20.2304,0.0000,-32.1401,538.6611,0.0000,0.6600
20.2404,0.0000,-32.1401,538.3397,0.0000,0.6600
20.2504,0.0000,-32.1401,538.0182,0.0000,0.6600
20.2604,0.0000,-32.1401,537.6968,0.0000,0.6600
20.2704,0.0000,-32.1401,537.3754,0.0000,0.6600
20.2804,0.0000,-32.1401,537.0540,0.0000,0.6600
20.2904,0.0000,-32.1401,536.7326,0.0000,0.6600
20.3004,0.0000,-32.1401,536.4112,0.0000,0.6600
20.3104,0.0000,-32.1401,536.0898,0.0000,0.6600
20.3204,0.0000,-32.1401,535.7684,0.0000,0.6600
20.3304,0.0000,-32.1401,535.4470,0.0000,0.6600
20.3404,0.0000,-32.1401,535.1255,0.0000,0.6600
20.3504,0.0000,-32.1401,534.8041,0.0000,0.6600
20.3604,0.0000,-32.1401,534.4827,0.0000,0.6600
20.3704,0.0000,-32.1401,534.1613,0.0000,0.6600
20.3804,0.0000,-32.1401,533.8399,0.0000,0.6600
20.3904,0.0000,-32.1401,533.5185,0.0000,0.6600
20.4004,0.0000,-32.1401,533.1971,0.0000,0.6600
20.4104,0.0000,-32.1401,532.8757,0.0000,0.6600
20.4204,0.0000,-32.1401,532.5543,0.0000,0.6600
20.4304,0.0000,-32.1401,532.2328,0.0000,0.6600
20.4404,0.0000,-32.1401,531.9114,0.0000,0.6600
20.4504,0.0000,-32.1401,531.5900,0.0000,0.6600
20.4604,0.0000,-32.1401,531.2686,0.0000,0.6600
20.4704,0.0000,-32.1401,530.9472,0.0000,0.6600
20.4804,0.0000,-32.1401,530.6258,0.0000,0.6600
20.4904,0.0000,-32.1401,530.3044,0.0000,0.6600
20.5004,0.0000,-32.1401,529.9830,0.0000,0.6600
20.5104,0.0000,-32.1401,529.6616,0.0000,0.6600
20.5204,0.0000,-32.1401,529.3401,0.0000,0.6600
20.5304,0.0000,-32.1401,529.0187,0.0000,0.6600
20.5404,0.0000,-32.1401,528.6973,0.0000,0.6600
20.5504,0.0000,-32.1401,528.3759,0.0000,0.6600
20.5604,0.0000,-32.1401,528.0545,0.0000,0.6600
20.5704,0.0000,-32.1401,527.7331,0.0000,0.6600
20.5804,0.0000,-32.1401,527.4117,0.0000,0.6600
20.5904,0.0000,-32.1401,527.0903,0.0000,0.6600
20.6004,0.0000,-32.1401,526.7689,0.0000,0.6600
20.6104,0.0000,-32.1401,526.4474,0.0000,0.6600
20.6204,0.0000,-32.1401,526.1260,0.0000,0.6600
20.6304,0.0000,-32.1401,525.8046,0.0000,0.6600
20.6404,0.0000,-32.1401,525.4832,0.0000,0.6600
20.6504,0.0000,-32.1401,525.1618,0.0000,0.6600
20.6604,0.0000,-32.1401,524.8404,0.0000,0.6600
20.6704,0.0000,-32.1401,524.5190,0.0000,0.6600
20.6804,0.0000,-32.1401,524.1976,0.0000,0.6600
20.6904,0.0000,-32.1401,523.8762,0.0000,0.6600
20.7004,0.0000,-32.1401,523.5547,0.0000,0.6600
20.7104,0.0000,-32.1401,523.2333,0.0000,0.6600
20.7204,0.0000,-32.1401,522.9119,0.0000,0.6600
20.7304,0.0000,-32.1401,522.5905,0.0000,0.6600
20.7404,0.0000,-32.1401,522.2691,0.0000,0.6600
20.7504,0.0000,-32.1401,521.9477,0.0000,0.6600
20.7604,0.0000,-32.1401,521.6263,0.0000,0.6600
20.7704,0.0000,-32.1401,521.3049,0.0000,0.6600
20.7804,0.0000,-32.1401,520.9835,0.0000,0.6600
20.7904,0.0000,-32.1401,520.6620,0.0000,0.6600
20.8004,0.0000,-32.1401,520.3406,0.0000,0.6600
20.8104,0.0000,-32.1401,520.0192,0.0000,0.6600
20.8204,0.0000,-32.1401,519.6978,0.0000,0.6600
20.8304,0.0000,-32.1401,519.3764,0.0000,0.6600
20.8404,0.0000,-32.1401,519.0550,0.0000,0.6600
20.8504,0.0000,-32.1401,518.7336,0.0000,0.6600
20.8604,0.0000,-32.1401,518.4122,0.0000,0.6600
20.8704,0.0000,-32.1401,518.0908,0.0000,0.6600
20.8804,0.0000,-32.1401,517.7693,0.0000,0.6600
20.8904,0.0000,-32.1401,517.4479,0.0000,0.6600
20.9004,0.0000,-32.1401,517.1265,0.0000,0.6600
20.9104,0.0000,-32.1401,516.8051,0.0000,0.6600
20.9204,0.0000,-32.1401,516.4837,0.0000,0.6600
20.9304,0.0000,-32.1401,516.1623,0.0000,0.6600
20.9404,0.0000,-32.1401,515.8409,0.0000,0.6600
20.9504,0.0000,-32.1401,515.5195,0.0000,0.6600
20.9604,0.0000,-32.1401,515.1981,0.0000,0.6600
20.9704,0.0000,-32.1401,514.8766,0.0000,0.6600
20.9804,0.0000,-32.1401,514.5552,0.0000,0.6600
20.9904,0.0000,-32.1401,514.2338,0.0000,0.6600
21.0004,0.0000,-32.1401,513.9124,0.0000,0.6600
21.0104,0.0000,-32.1401,513.5910,0.0000,0.6600
21.0204,0.0000,-32.1401,513.2696,0.0000,0.6600
21.0304,0.0000,-32.1401,512.9482,0.0000,0.6600
21.0404,0.0000,-32.1401,512.6268,0.0000,0.6600
21.0504,0.0000,-32.1401,512.3054,0.0000,0.6600
21.0604,0.0000,-32.1401,511.9839,0.0000,0.6600
21.0704,0.0000,-32.1401,511.6625,0.0000,0.6600
21.0804,0.0000,-32.1401,511.3411,0.0000,0.6600
21.0904,0.0000,-32.1401,511.0197,0.0000,0.6600
21.1004,0.0000,-32.1401,510.6983,0.0000,0.6600
21.1104,0.0000,-32.1401,510.3769,0.0000,0.6600
21.1204,0.0000,-32.1401,510.0555,0.0000,0.6600
21.1304,0.0000,-32.1401,509.7341,0.0000,0.6600
21.1404,0.0000,-32.1401,509.4127,0.0000,0.6600
21.1504,0.0000,-32.1401,509.0912,0.0000,0.6600
21.1604,0.0000,-32.1401,508.7698,0.0000,0.6600
21.1704,0.0000,-32.1401,508.4484,0.0000,0.6600
21.1804,0.0000,-32.1401,508.1270,0.0000,0.6600
21.1904,0.0000,-32.1401,507.8056,0.0000,0.6600
21.2004,0.0000,-32.1401,507.4842,0.0000,0.6600
21.2104,0.0000,-32.1401,507.1628,0.0000,0.6600
21.2204,0.0000,-32.1401,506.8414,0.0000,0.6600
21.2304,0.0000,-32.1401,506.5200,0.0000,0.6600
21.2404,0.0000,-32.1401,506.1985,0.0000,0.6600
21.2504,0.0000,-32.1401,505.8771,0.0000,0.6600
21.2604,0.0000,-32.1401,505.5557,0.0000,0.6600
21.2704,0.0000,-32.1401,505.2343,0.0000,0.6600
21.2804,0.0000,-32.1401,504.9129,0.0000,0.6600
21.2904,0.0000,-32.1401,504.5915,0.0000,0.6600
21.3004,0.0000,-32.1401,504.2701,0.0000,0.6600
21.3104,0.0000,-32.1401,503.9487,0.0000,0.6600
21.3204,0.0000,-32.1401,503.6273,0.0000,0.6600
21.3304,0.0000,-32.1401,503.3058,0.0000,0.6600
21.3404,0.0000,-32.1401,502.9844,0.0000,0.6600
21.3504,0.0000,-32.1401,502.6630,0.0000,0.6600
21.3604,0.0000,-32.1401,502.3416,0.0000,0.6600
21.3704,0.0000,-32.1401,502.0202,0.0000,0.6600
21.3804,0.0000,-32.1401,501.6988,0.0000,0.6600
21.3904,0.0000,-32.1401,501.3774,0.0000,0.6600
21.4004,0.0000,-32.1401,501.0560,0.0000,0.6600
21.4104,0.0000,-32.1401,500.7346,0.0000,0.6600
21.4204,0.0000,-32.1401,500.4131,0.0000,0.6600
21.4304,0.0000,-32.1401,500.0917,0.0000,0.6600
21.4404,0.0000,-32.1401,499.7703,0.0000,0.6600
21.4504,0.0000,-32.1401,499.4489,0.0000,0.6600
21.4604,0.0000,-32.1401,499.1275,0.0000,0.6600
21.4704,0.0000,-32.1401,498.8061,0.0000,0.6600
21.4804,0.0000,-32.1401,498.4847,0.0000,0.6600
21.4904,0.0000,-32.1401,498.1633,0.0000,0.6600
21.5004,0.0000,-32.1401,497.8419,0.0000,0.6600
21.5104,0.0000,-32.1401,497.5204,0.0000,0.6600
21.5204,0.0000,-32.1401,497.1990,0.0000,0.6600
21.5304,0.0000,-32.1401,496.8776,0.0000,0.6600
21.5404,0.0000,-32.1401,496.5562,0.0000,0.6600
21.5504,0.0000,-32.1401,496.2348,0.0000,0.6600
21.5604,0.0000,-32.1401,495.9134,0.0000,0.6600
21.5704,0.0000,-32.1401,495.5920,0.0000,0.6600
21.5804,0.0000,-32.1401,495.2706,0.0000,0.6600
21.5904,0.0000,-32.1401,494.9492,0.0000,0.6600
21.6004,0.0000,-32.1401,494.6277,0.0000,0.6600
21.6104,0.0000,-32.1401,494.3063,0.0000,0.6600
21.6204,0.0000,-32.1401,493.9849,0.0000,0.6600
21.6304,0.0000,-32.1401,493.6635,0.0000,0.6600
21.6404,0.0000,-32.1401,493.3421,0.0000,0.6600
21.6504,0.0000,-32.1401,493.0207,0.0000,0.6600
21.6604,0.0000,-32.1401,492.6993,0.0000,0.6600
21.6704,0.0000,-32.1401,492.3779,0.0000,0.6600
21.6804,0.0000,-32.1401,492.0565,0.0000,0.6600
21.6904,0.0000,-32.1401,491.7350,0.0000,0.6600
21.7004,0.0000,-32.1401,491.4136,0.0000,0.6600
21.7104,0.0000,-32.1401,491.0922,0.0000,0.6600
21.7204,0.0000,-32.1401,490.7708,0.0000,0.6600
21.7304,0.0000,-32.1401,490.4494,0.0000,0.6600
21.7404,0.0000,-32.1401,490.1280,0.0000,0.6600
21.7504,0.0000,-32.1401,489.8066,0.0000,0.6600
21.7604,0.0000,-32.1401,489.4852,0.0000,0.6600
21.7704,0.0000,-32.1401,489.1638,0.0000,0.6600
21.7804,0.0000,-32.1401,488.8423,0.0000,0.6600
21.7904,0.0000,-32.1401,488.5209,0.0000,0.6600
21.8004,0.0000,-32.1401,488.1995,0.0000,0.6600
21.8104,0.0000,-32.1401,487.8781,0.0000,0.6600
21.8204,0.0000,-32.1401,487.5567,0.0000,0.6600
21.8304,0.0000,-32.1401,487.2353,0.0000,0.6600
21.8404,0.0000,-32.1401,486.9139,0.0000,0.6600
21.8504,0.0000,-32.1401,486.5925,0.0000,0.6600
21.8604,0.0000,-32.1401,486.2711,0.0000,0.6600
21.8704,0.0000,-32.1401,485.9496,0.0000,0.6600
21.8804,0.0000,-32.1401,485.6282,0.0000,0.6600
21.8904,0.0000,-32.1401,485.3068,0.0000,0.6600
21.9004,0.0000,-32.1401,484.9854,0.0000,0.6600
21.9104,0.0000,-32.1401,484.6640,0.0000,0.6600
21.9204,0.0000,-32.1401,484.3426,0.0000,0.6600
21.9304,0.0000,-32.1401,484.0212,0.0000,0.6600
21.9404,0.0000,-32.1401,483.6998,0.0000,0.6600
21.9504,0.0000,-32.1401,483.3784,0.0000,0.6600
21.9604,0.0000,-32.1401,483.0569,0.0000,0.6600
21.9704,0.0000,-32.1401,482.7355,0.0000,0.6600
21.9804,0.0000,-32.1401,482.4141,0.0000,0.6600
21.9904,0.0000,-32.1401,482.0927,0.0000,0.6600
22.0004,0.0000,-32.1401,481.7713,0.0000,0.6600
22.0104,0.0000,-32.1401,481.4499,0.0000,0.6600
22.0204,0.0000,-32.1401,481.1285,0.0000,0.6600
22.0304,0.0000,-32.1401,480.8071,0.0000,0.6600
22.0404,0.0000,-32.1401,480.4857,0.0000,0.6600
22.0504,0.0000,-32.1401,480.1642,0.0000,0.6600
22.0604,0.0000,-32.1401,479.8428,0.0000,0.6600
22.0704,0.0000,-32.1401,479.5214,0.0000,0.6600
22.0804,0.0000,-32.1401,479.2000,0.0000,0.6600
22.0904,0.0000,-32.1401,478.8786,0.0000,0.6600
22.1004,0.0000,-32.1401,478.5572,0.0000,0.6600
22.1104,0.0000,-32.1401,478.2358,0.0000,0.6600
22.1204,0.0000,-32.1401,477.9144,0.0000,0.6600
22.1304,0.0000,-32.1401,477.5930,0.0000,0.6600
22.1404,0.0000,-32.1401,477.2715,0.0000,0.6600
22.1504,0.0000,-32.1401,476.9501,0.0000,0.6600
22.1604,0.0000,-32.1401,476.6287,0.0000,0.6600
22.1704,0.0000,-32.1401,476.3073,0.0000,0.6600
22.1804,0.0000,-32.1401,475.9859,0.0000,0.6600
22.1904,0.0000,-32.1401,475.6645,0.0000,0.6600
22.2004,0.0000,-32.1401,475.3431,0.0000,0.6600
22.2104,0.0000,-32.1401,475.0217,0.0000,0.6600
22.2204,0.0000,-32.1401,474.7003,0.0000,0.6600
22.2304,0.0000,-32.1401,474.3788,0.0000,0.6600
22.2404,0.0000,-32.1401,474.0574,0.0000,0.6600
22.2504,0.0000,-32.1401,473.7360,0.0000,0.6600
22.2604,0.0000,-32.1401,473.4146,0.0000,0.6600
22.2704,0.0000,-32.1401,473.0932,0.0000,0.6600
22.2804,0.0000,-32.1401,472.7718,0.0000,0.6600
22.2904,0.0000,-32.1401,472.4504,0.0000,0.6600
22.3004,0.0000,-32.1401,472.1290,0.0000,0.6600
22.3104,0.0000,-32.1401,471.8076,0.0000,0.6600
22.3204,0.0000,-32.1401,471.4861,0.0000,0.6600
22.3304,0.0000,-32.1401,471.1647,0.0000,0.6600
22.3404,0.0000,-32.1401,470.8433,0.0000,0.6600
22.3504,0.0000,-32.1401,470.5219,0.0000,0.6600
22.3604,0.0000,-32.1401,470.2005,0.0000,0.6600
22.3704,0.0000,-32.1401,469.8791,0.0000,0.6600
22.3804,0.0000,-32.1401,469.5577,0.0000,0.6600
22.3904,0.0000,-32.1401,469.2363,0.0000,0.6600
22.4004,0.0000,-32.1401,468.9149,0.0000,0.6600
22.4104,0.0000,-32.1401,468.5934,0.0000,0.6600
22.4204,0.0000,-32.1401,468.2720,0.0000,0.6600
22.4304,0.0000,-32.1401,467.9506,0.0000,0.6600
22.4404,0.0000,-32.1401,467.6292,0.0000,0.6600
22.4504,0.0000,-32.1401,467.3078,0.0000,0.6600
22.4604,0.0000,-32.1401,466.9864,0.0000,0.6600
22.4704,0.0000,-32.1401,466.6650,0.0000,0.6600
22.4804,0.0000,-32.1401,466.3436,0.0000,0.6600
22.4904,0.0000,-32.1401,466.0222,0.0000,0.6600
22.5004,0.0000,-32.1401,465.7007,0.0000,0.6600
22.5104,0.0000,-32.1401,465.3793,0.0000,0.6600
22.5204,0.0000,-32.1401,465.0579,0.0000,0.6600
22.5304,0.0000,-32.1401,464.7365,0.0000,0.6600
22.5404,0.0000,-32.1401,464.4151,0.0000,0.6600
22.5504,0.0000,-32.1401,464.0937,0.0000,0.6600
22.5604,0.0000,-32.1401,463.7723,0.0000,0.6600
22.5704,0.0000,-32.1401,463.4509,0.0000,0.6600
22.5804,0.0000,-32.1401,463.1295,0.0000,0.6600
22.5904,0.0000,-32.1401,462.8080,0.0000,0.6600
22.6004,0.0000,-32.1401,462.4866,0.0000,0.6600
22.6104,0.0000,-32.1401,462.1652,0.0000,0.6600
22.6204,0.0000,-32.1401,461.8438,0.0000,0.6600
22.6304,0.0000,-32.1401,461.5224,0.0000,0.6600
22.6404,0.0000,-32.1401,461.2010,0.0000,0.6600
22.6504,0.0000,-32.1401,460.8796,0.0000,0.6600
22.6604,0.0000,-32.1401,460.5582,0.0000,0.6600
22.6704,0.0000,-32.1401,460.2368,0.0000,0.6600
22.6804,0.0000,-32.1401,459.9153,0.0000,0.6600
22.6904,0.0000,-32.1401,459.5939,0.0000,0.6600
22.7004,0.0000,-32.1401,459.2725,0.0000,0.6600
22.7104,0.0000,-32.1401,458.9511,0.0000,0.6600
22.7204,0.0000,-32.1401,458.6297,0.0000,0.6600
22.7304,0.0000,-32.1401,458.3083,0.0000,0.6600
22.7404,0.0000,-32.1401,457.9869,0.0000,0.6600
22.7504,0.0000,-32.1401,457.6655,0.0000,0.6600
22.7604,0.0000,-32.1401,457.3441,0.0000,0.6600
22.7704,0.0000,-32.1401,457.0226,0.0000,0.6600
22.7804,0.0000,-32.1401,456.7012,0.0000,0.6600
22.7904,0.0000,-32.1401,456.3798,0.0000,0.6600
22.8004,0.0000,-32.1401,456.0584,0.0000,0.6600
22.8104,0.0000,-32.1401,455.7370,0.0000,0.6600
22.8204,0.0000,-32.1401,455.4156,0.0000,0.6600
22.8304,0.0000,-32.1401,455.0942,0.0000,0.6600
22.8404,0.0000,-32.1401,454.7728,0.0000,0.6600
22.8504,0.0000,-32.1401,454.4514,0.0000,0.6600
22.8604,0.0000,-32.1401,454.1299,0.0000,0.6600
22.8704,0.0000,-32.1401,453.8085,0.0000,0.6600
22.8804,0.0000,-32.1401,453.4871,0.0000,0.6600
22.8904,0.0000,-32.1401,453.1657,0.0000,0.6600
22.9004,0.0000,-32.1401,452.8443,0.0000,0.6600
22.9104,0.0000,-32.1401,452.5229,0.0000,0.6600
22.9204,0.0000,-32.1401,452.2015,0.0000,0.6600
22.9304,0.0000,-32.1401,451.8801,0.0000,0.6600
22.9404,0.0000,-32.1401,451.5587,0.0000,0.6600
22.9504,0.0000,-32.1401,451.2372,0.0000,0.6600
22.9604,0.0000,-32.1401,450.9158,0.0000,0.6600
22.9704,0.0000,-32.1401,450.5944,0.0000,0.6600
22.9804,0.0000,-32.1401,450.2730,0.0000,0.6600
22.9904,0.0000,-32.1401,449.9516,0.0000,0.6600
23.0004,0.0000,-32.1401,449.6302,0.0000,0.6600
23.0104,0.0000,-32.1401,449.3088,0.0000,0.6600
23.0204,0.0000,-32.1401,448.9874,0.0000,0.6600
23.0304,0.0000,-32.1401,448.6660,0.0000,0.6600
23.0404,0.0000,-32.1401,448.3445,0.0000,0.6600
23.0504,0.0000,-32.1401,448.0231,0.0000,0.6600
23.0604,0.0000,-32.1401,447.7017,0.0000,0.6600
23.0704,0.0000,-32.1401,447.3803,0.0000,0.6600
23.0804,0.0000,-32.1401,447.0589,0.0000,0.6600
23.0904,0.0000,-32.1401,446.7375,0.0000,0.6600
23.1004,0.0000,-32.1401,446.4161,0.0000,0.6600
23.1104,0.0000,-32.1401,446.0947,0.0000,0.6600
23.1204,0.0000,-32.1401,445.7733,0.0000,0.6600
23.1304,0.0000,-32.1401,445.4518,0.0000,0.6600
23.1404,0.0000,-32.1401,445.1304,0.0000,0.6600
23.1504,0.0000,-32.1401,444.8090,0.0000,0.6600
23.1604,0.0000,-32.1401,444.4876,0.0000,0.6600
23.1704,0.0000,-32.1401,444.1662,0.0000,0.6600
23.1804,0.0000,-32.1401,443.8448,0.0000,0.6600
23.1904,0.0000,-32.1401,443.5234,0.0000,0.6600
23.2004,0.0000,-32.1401,443.2020,0.0000,0.6600
23.2104,0.0000,-32.1401,442.8806,0.0000,0.6600
23.2204,0.0000,-32.1401,442.5591,0.0000,0.6600
23.2304,0.0000,-32.1401,442.2377,0.0000,0.6600
23.2404,0.0000,-32.1401,441.9163,0.0000,0.6600
23.2504,0.0000,-32.1401,441.5949,0.0000,0.6600
23.2604,0.0000,-32.1401,441.2735,0.0000,0.6600
23.2704,0.0000,-32.1401,440.9521,0.0000,0.6600
23.2804,0.0000,-32.1401,440.6307,0.0000,0.6600
23.2904,0.0000,-32.1401,440.3093,0.0000,0.6600
23.3004,0.0000,-32.1401,439.9879,0.0000,0.6600
23.3104,0.0000,-32.1401,439.6664,0.0000,0.6600
23.3204,0.0000,-32.1401,439.3450,0.0000,0.6600
23.3304,0.0000,-32.1401,439.0236,0.0000,0.6600
23.3404,0.0000,-32.1401,438.7022,0.0000,0.6600
23.3504,0.0000,-32.1401,438.3808,0.0000,0.6600
23.3604,0.0000,-32.1401,438.0594,0.0000,0.6600
23.3704,0.0000,-32.1401,437.7380,0.0000,0.6600
23.3804,0.0000,-32.1401,437.4166,0.0000,0.6600
23.3904,0.0000,-32.1401,437.0952,0.0000,0.6600
23.4004,0.0000,-32.1401,436.7737,0.0000,0.6600
23.4104,0.0000,-32.1401,436.4523,0.0000,0.6600
23.4204,0.0000,-32.1401,436.1309,0.0000,0.6600
23.4304,0.0000,-32.1401,435.8095,0.0000,0.6600
23.4404,0.0000,-32.1401,435.4881,0.0000,0.6600
23.4504,0.0000,-32.1401,435.1667,0.0000,0.6600
23.4604,0.0000,-32.1401,434.8453,0.0000,0.6600
23.4704,0.0000,-32.1401,434.5239,0.0000,0.6600
23.4804,0.0000,-32.1401,434.2025,0.0000,0.6600
23.4904,0.0000,-32.1401,433.8810,0.0000,0.6600
23.5004,0.0000,-32.1401,433.5596,0.0000,0.6600
23.5104,0.0000,-32.1401,433.2382,0.0000,0.6600
23.5204,0.0000,-32.1401,432.9168,0.0000,0.6600
23.5304,0.0000,-32.1401,432.5954,0.0000,0.6600
23.5404,0.0000,-32.1401,432.2740,0.0000,0.6600
23.5504,0.0000,-32.1401,431.9526,0.0000,0.6600
23.5604,0.0000,-32.1401,431.6312,0.0000,0.6600
23.5704,0.0000,-32.1401,431.3098,0.0000,0.6600
23.5804,0.0000,-32.1401,430.9883,0.0000,0.6600
23.5904,0.0000,-32.1401,430.6669,0.0000,0.6600
23.6004,0.0000,-32.1401,430.3455,0.0000,0.6600
23.6104,0.0000,-32.1401,430.0241,0.0000,0.6600
23.6204,0.0000,-32.1401,429.7027,0.0000,0.6600
23.6304,0.0000,-32.1401,429.3813,0.0000,0.6600
23.6404,0.0000,-32.1401,429.0599,0.0000,0.6600
23.6504,0.0000,-32.1401,428.7385,0.0000,0.6600
23.6604,0.0000,-32.1401,428.4171,0.0000,0.6600
23.6704,0.0000,-32.1401,428.0956,0.0000,0.6600
23.6804,0.0000,-32.1401,427.7742,0.0000,0.6600
23.6904,0.0000,-32.1401,427.4528,0.0000,0.6600
23.7004,0.0000,-32.1401,427.1314,0.0000,0.6600
23.7104,0.0000,-32.1401,426.8100,0.0000,0.6600
23.7204,0.0000,-32.1401,426.4886,0.0000,0.6600
23.7304,0.0000,-32.1401,426.1672,0.0000,0.6600
